Lot Area,Neighborhood,Overall Qual,Overall Cond,Year Built,Year Remod,Mas Vnr Area,Exter Qual,Total Bsmt SF,1st Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Garage Finish,Garage Cars,Garage Area,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
12633,Timber,9,5,2007,2007,290,Ex,1978,1978,1978,1,2,2,1,Ex,7,Typ,Fin,3,920,5,2009,WD ,Normal,425000
12518,Mitchel,5,7,1968,1968,182,TA,1008,1008,1008,0,1,3,1,Gd,6,Typ,Unf,1,384,4,2009,WD ,Normal,139500
21750,Mitchel,5,4,1960,2006,75,TA,0,1771,1771,0,1,3,1,TA,9,Min1,Unf,2,336,11,2009,WD ,Normal,115000
4500,Mitchel,6,5,1998,1998,320,TA,1204,1204,1204,1,2,2,1,TA,5,Typ,Fin,2,412,6,2009,WD ,Normal,162000
4500,Mitchel,6,5,1999,1999,425,TA,1224,1224,1224,1,2,2,1,TA,5,Typ,Fin,2,402,6,2009,WD ,Normal,165000
1596,MeadowV,4,5,1973,1973,0,TA,462,526,988,1,1,2,1,TA,5,Typ,Unf,1,297,11,2009,WD ,Normal,91000
9858,Mitchel,5,6,1968,1968,0,TA,864,874,874,1,1,3,1,TA,5,Typ,RFn,1,288,11,2009,WD ,Normal,130000
1526,MeadowV,4,8,1970,2002,0,TA,630,630,630,1,1,1,1,Gd,3,Typ,Unf,1,286,5,2009,WD ,Normal,86000
13383,Mitchel,5,5,1969,2000,176,TA,1188,1404,1404,0,2,3,1,TA,7,Typ,Unf,2,504,3,2009,WD ,Normal,160000
1477,MeadowV,4,4,1970,1970,0,TA,630,630,630,1,1,1,1,TA,3,Typ,Unf,1,286,4,2009,WD ,Normal,80000
1533,MeadowV,4,6,1970,2008,0,TA,546,798,1344,0,1,3,1,TA,6,Typ,NA,0,0,5,2009,WD ,Normal,97000
2217,MeadowV,4,4,1970,1970,0,TA,546,546,1092,0,1,3,1,TA,6,Typ,RFn,1,286,8,2009,WD ,Normal,88000
7689,Mitchel,5,8,1972,1972,0,TA,796,796,796,0,1,2,1,TA,4,Typ,Unf,1,336,7,2009,WD ,Normal,131900
7706,Mitchel,6,5,1993,1996,0,TA,384,1091,1091,0,1,2,1,TA,5,Typ,Fin,1,429,8,2009,WD ,Normal,131250
9101,Mitchel,5,6,1978,1978,104,TA,1097,1110,1110,1,1,1,1,Gd,4,Typ,Fin,2,602,7,2009,WD ,Normal,165500
8780,Mitchel,5,5,1985,1985,0,TA,833,833,833,1,1,3,1,TA,5,Typ,NA,0,0,3,2009,WD ,Normal,112000
7669,Mitchel,5,6,1992,1993,0,TA,828,883,883,1,1,2,1,TA,5,Typ,Unf,2,698,6,2009,WD ,Normal,149000
14115,Mitchel,5,5,1993,1995,0,TA,796,796,1362,1,1,1,1,TA,5,Typ,Unf,2,480,10,2009,WD ,Normal,143000
10429,Mitchel,5,5,1992,1992,0,TA,624,624,1287,0,1,3,1,TA,6,Typ,Unf,2,440,7,2009,WD ,Normal,130000
9819,Mitchel,6,5,1977,1977,0,TA,1567,1567,1567,1,2,2,1,Gd,5,Typ,RFn,2,714,5,2009,WD ,Normal,196000
10457,Mitchel,5,7,1969,1969,178,Gd,784,784,1632,0,1,4,1,TA,7,Typ,RFn,2,898,4,2009,WD ,Normal,173000
11029,NAmes,6,8,1958,2002,0,Ex,1184,1414,1414,1,1,3,1,TA,6,Min1,Unf,2,601,5,2008,WD ,Normal,176500
12925,NAmes,6,7,1970,1970,0,TA,1205,2117,2117,0,2,4,1,TA,7,Typ,Fin,2,550,5,2008,WD ,Normal,237500
11075,NAmes,6,5,1969,1969,0,TA,952,1092,2112,0,2,4,1,TA,9,Typ,Unf,2,576,6,2008,WD ,Normal,206900
8702,Gilbert,6,5,1997,1998,0,TA,926,926,1604,0,2,3,1,TA,7,Typ,Fin,2,470,4,2008,WD ,Normal,187500
8139,Gilbert,6,5,1995,1996,119,TA,680,680,1470,0,2,3,1,TA,7,Typ,Fin,2,420,10,2008,WD ,Normal,165000
9535,Gilbert,6,5,1998,1998,0,TA,926,926,1604,0,2,3,1,TA,7,Typ,Fin,2,472,5,2008,WD ,Normal,195500
9042,Gilbert,6,5,1998,1998,0,TA,943,943,1638,1,2,3,1,TA,7,Typ,Fin,2,472,7,2008,WD ,Normal,192000
15038,Gilbert,6,5,1996,1996,0,TA,916,916,1636,0,2,3,1,TA,7,Typ,Fin,2,386,11,2008,WD ,Normal,173000
14137,Gilbert,5,5,1996,1997,0,Gd,1348,1384,1384,1,2,3,1,Gd,7,Typ,Unf,2,404,11,2008,WD ,Normal,177900
21872,Gilbert,7,5,1996,1997,0,TA,729,729,1446,0,2,3,1,TA,6,Typ,Unf,2,406,8,2008,WD ,Normal,175000
4923,StoneBr,8,5,2001,2002,0,Gd,1593,1593,1593,1,1,0,1,Ex,5,Typ,Fin,2,682,8,2008,WD ,Normal,286000
6264,StoneBr,8,5,1997,1997,0,Gd,1664,1682,1682,1,1,1,1,Gd,6,Min1,Fin,2,528,7,2008,WD ,Normal,247900
5395,StoneBr,8,5,1993,1993,0,Gd,1337,1337,1337,1,2,2,1,Gd,5,Typ,RFn,2,462,10,2008,WD ,Normal,180000
5070,StoneBr,8,5,1992,1992,0,Gd,1280,1280,1280,0,2,2,1,Gd,5,Typ,RFn,2,506,8,2008,WD ,Normal,180000
10839,Gilbert,6,5,1997,1998,0,TA,926,926,1604,0,2,3,1,TA,7,Typ,Fin,2,470,7,2008,WD ,Normal,181000
11184,Gilbert,6,5,1998,1998,0,TA,932,932,1633,0,2,3,1,TA,7,Typ,Fin,2,460,4,2008,WD ,Family,183000
8000,Gilbert,6,5,1995,1996,0,TA,773,773,1658,1,2,3,1,TA,8,Typ,Fin,2,431,6,2008,WD ,Normal,188000
10832,Gilbert,7,5,1994,1996,0,Gd,712,1086,1895,0,2,3,1,Gd,7,Typ,Fin,2,409,10,2008,WD ,Normal,194500
14067,Gilbert,6,5,1991,1991,194,TA,836,851,1709,1,2,3,1,Gd,7,Typ,Fin,2,416,9,2008,WD ,Normal,185000
4671,StoneBr,8,5,1988,1989,0,Gd,1228,1228,1228,1,2,2,1,Gd,5,Typ,Fin,2,472,10,2008,WD ,Normal,189000
5950,StoneBr,8,5,1989,1989,0,Gd,1337,1337,1337,1,2,2,1,Gd,5,Typ,RFn,2,462,4,2008,WD ,Normal,188500
13543,StoneBr,8,5,2005,2005,130,Gd,1168,1168,2500,0,3,5,1,Ex,9,Typ,Fin,3,683,7,2008,WD ,Normal,355000
11198,StoneBr,9,5,2005,2007,245,Gd,1122,1134,2504,0,2,4,1,Ex,11,Typ,Fin,3,656,6,2008,WD ,Normal,325000
15401,StoneBr,9,5,2004,2004,296,Ex,1884,1884,1884,1,2,2,1,Ex,7,Typ,Fin,3,670,9,2008,WD ,Normal,387000
31220,Gilbert,6,2,1952,1952,0,TA,1632,1474,1474,0,1,3,1,TA,7,Min2,Unf,2,495,5,2008,WD ,Normal,115000
8118,StoneBr,9,5,2007,2007,178,Ex,1710,1710,1710,1,2,2,1,Ex,6,Typ,RFn,2,557,7,2008,WD ,Normal,334000
47280,Gilbert,6,5,1950,1950,44,TA,1488,1488,1488,0,2,3,1,TA,6,Typ,RFn,2,738,7,2008,WD ,Family,133000
20544,NWAmes,7,6,1986,1991,123,TA,791,1236,2093,0,2,3,1,TA,7,Typ,Fin,2,542,11,2008,WD ,Normal,215000
12680,NWAmes,7,6,1988,1988,102,Gd,1675,1688,1688,1,2,2,1,Ex,6,Typ,RFn,2,528,6,2008,WD ,Normal,226500
12090,NWAmes,6,6,1981,1981,210,TA,1422,1422,1422,0,2,3,1,Gd,7,Typ,Fin,2,576,6,2008,WD ,Normal,175500
10825,NWAmes,7,7,1983,1983,174,Gd,1260,1260,1260,1,2,3,1,TA,6,Typ,Unf,2,598,7,2008,WD ,Normal,181900
18559,NWAmes,7,5,1978,1978,383,Gd,2048,2064,2064,1,2,3,1,Gd,7,Typ,Fin,2,550,8,2008,WD ,Normal,235000
14450,NWAmes,7,5,1979,1979,194,Gd,1782,1782,1782,0,2,3,1,Gd,6,Typ,Fin,2,551,3,2008,WD ,Normal,220000
12227,NWAmes,6,7,1977,1995,424,TA,1330,1542,2872,1,2,4,1,TA,11,Typ,Fin,2,619,7,2008,WD ,Normal,272000
13068,NWAmes,6,5,1976,1976,621,TA,1211,1211,1211,1,2,3,1,Gd,6,Typ,Fin,2,461,11,2008,WD ,Normal,161000
15611,NWAmes,5,6,1977,1977,0,TA,1126,1126,1126,0,2,3,1,Ex,6,Typ,RFn,2,540,3,2008,WD ,Abnorml,175000
10400,NWAmes,7,6,1980,1988,280,TA,738,1277,2044,0,2,3,1,TA,7,Min1,Unf,2,489,3,2008,WD ,Normal,185000
9743,NWAmes,5,6,1969,1969,0,TA,720,720,1308,0,1,3,1,TA,7,Typ,Unf,2,484,6,2008,WD ,Normal,146900
12511,NWAmes,7,7,1978,1978,168,Gd,1420,1420,2840,0,2,4,1,Gd,8,Min2,Fin,4,1314,12,2008,WD ,Normal,292500
11361,NWAmes,6,5,1976,1976,160,TA,1193,1523,1523,0,2,3,1,TA,7,Typ,Fin,2,478,5,2008,COD,Abnorml,180000
10400,NWAmes,6,5,1976,1976,120,TA,1444,1444,1444,0,2,2,1,TA,5,Typ,Unf,2,473,4,2008,WD ,Normal,159900
10480,NWAmes,7,6,1976,1976,660,TA,803,1098,1964,0,2,4,1,TA,8,Typ,RFn,2,483,9,2008,WD ,Normal,205000
10000,NWAmes,5,6,1973,2000,0,TA,1176,1178,1178,0,1,3,1,Gd,5,Typ,Unf,2,439,11,2008,WD ,Normal,157000
14311,NWAmes,8,5,1996,1996,402,Gd,1236,1236,2340,1,2,4,1,Gd,9,Typ,RFn,3,787,6,2008,WD ,Normal,306000
9000,NAmes,5,5,1974,1974,0,TA,896,896,1792,0,2,4,2,TA,8,Typ,Unf,2,480,6,2008,WD ,Normal,133000
9750,NAmes,6,8,1969,1969,0,TA,1054,1054,1054,1,1,3,1,TA,6,Typ,Unf,2,460,7,2008,WD ,Normal,151000
10295,NAmes,4,6,1969,1969,72,TA,936,936,936,0,1,2,1,TA,4,Typ,Unf,1,288,9,2008,COD,Normal,111900
7560,NAmes,5,5,1971,1971,0,TA,864,864,864,1,1,3,1,TA,5,Typ,Unf,2,576,5,2008,WD ,Normal,123000
12735,NAmes,4,5,1972,1972,0,TA,864,864,864,0,1,3,1,TA,5,Typ,Unf,2,576,4,2008,COD,Normal,111250
4060,NAmes,6,5,1998,1999,0,Gd,1405,1337,1337,1,2,2,1,Gd,5,Typ,Fin,2,511,8,2008,COD,Abnorml,181000
1680,BrDale,6,5,1973,1973,359,TA,483,483,987,0,1,2,1,TA,5,Typ,Unf,1,264,2,2008,WD ,Normal,103400
1680,BrDale,6,5,1973,1973,158,TA,483,483,987,1,1,2,1,TA,5,Typ,Unf,1,264,11,2008,WD ,Normal,100000
1890,BrDale,6,6,1972,1972,422,TA,483,483,987,0,1,2,1,TA,5,Typ,Unf,1,352,4,2008,WD ,Normal,100500
1869,BrDale,6,6,1970,1970,127,TA,483,483,987,0,1,2,1,TA,5,Typ,Unf,1,280,9,2008,WD ,Normal,106000
1680,BrDale,6,5,1971,1971,232,TA,483,483,987,0,1,2,1,TA,4,Typ,Unf,1,264,7,2008,COD,Abnorml,85400
1680,BrDale,6,3,1971,1971,604,TA,483,483,987,0,1,2,1,TA,5,Typ,Unf,1,264,8,2008,WD ,Normal,89500
1680,BrDale,5,5,1972,1972,356,TA,630,630,1302,0,2,3,1,TA,6,Typ,Unf,1,264,12,2008,WD ,Normal,111750
4043,NPkVill,6,6,1977,1977,0,TA,1069,1069,1069,0,2,2,1,TA,4,Typ,RFn,2,440,10,2008,COD,Abnorml,140000
2308,NPkVill,6,6,1975,1975,0,TA,855,855,1456,0,2,4,1,TA,7,Typ,RFn,2,460,5,2008,WD ,Normal,143000
2529,NPkVill,7,6,1977,1977,0,TA,1055,1055,1055,0,2,2,1,TA,4,Typ,Unf,2,440,9,2008,WD ,Normal,148500
9477,NAmes,5,5,1966,1966,65,TA,864,892,892,0,1,3,1,TA,5,Typ,RFn,1,264,10,2008,WD ,Normal,110000
12444,NridgHt,8,5,2008,2008,426,Ex,1932,1932,1932,1,2,2,1,Ex,7,Typ,Fin,3,774,11,2008,New,Partial,394617
12474,NridgHt,10,5,2007,2008,272,Ex,1682,1742,2332,1,2,3,1,Ex,9,Typ,Fin,3,846,8,2008,New,Partial,426000
14803,NridgHt,10,5,2007,2008,816,Ex,2078,2084,2084,1,2,2,1,Ex,7,Typ,Fin,3,1220,6,2008,New,Partial,385000
14948,NridgHt,9,5,2008,2008,268,Ex,1452,1476,2713,1,2,3,1,Ex,11,Typ,Fin,3,858,11,2008,New,Partial,446261
12704,NridgHt,8,5,2007,2007,302,Gd,1582,1582,1582,1,2,3,1,Gd,7,Typ,Fin,3,905,1,2008,New,Partial,317500
13891,NridgHt,8,5,2007,2008,436,Gd,1710,1710,1710,1,2,2,1,Gd,6,Typ,RFn,3,866,1,2008,New,Partial,372402
13693,NridgHt,8,5,2007,2007,554,Gd,2418,2464,2464,1,2,4,1,Ex,9,Typ,Fin,3,650,8,2008,WD ,Normal,417500
14418,NridgHt,9,5,2007,2007,480,Ex,1950,1950,1950,1,2,2,1,Ex,7,Typ,Fin,3,706,5,2008,WD ,Normal,383000
13418,NridgHt,9,5,2006,2006,270,Gd,1850,1850,2748,1,2,4,1,Ex,9,Typ,Fin,3,850,10,2008,WD ,Abnorml,390000
12539,NridgHt,10,5,2005,2006,468,Ex,1620,1632,2790,1,2,4,1,Ex,10,Typ,Fin,4,1150,6,2008,WD ,Normal,460000
12151,NridgHt,9,5,2005,2005,368,Gd,1414,1414,2331,1,2,3,1,Ex,9,Typ,Fin,3,1003,8,2008,WD ,Normal,379000
8899,NridgHt,8,5,2007,2007,108,Ex,948,948,2088,0,2,4,1,Gd,10,Typ,Fin,3,656,6,2008,WD ,Normal,250000
10574,NridgHt,8,5,2004,2004,126,Gd,1148,1170,2332,1,2,4,1,Ex,9,Typ,Fin,3,756,7,2008,WD ,Normal,316000
12720,NridgHt,10,5,2003,2003,680,Ex,2535,2470,2470,2,1,1,1,Ex,7,Typ,Fin,3,789,2,2008,WD ,Normal,615000
13688,NridgHt,9,5,2003,2004,664,Gd,1572,1572,2668,1,2,3,1,Ex,10,Typ,Fin,3,726,3,2008,WD ,Normal,412500
10625,NridgHt,7,5,2003,2004,292,Gd,998,1006,2046,1,2,3,1,Gd,8,Typ,RFn,3,871,8,2008,WD ,Normal,284000
10845,NridgHt,8,5,2003,2004,504,Gd,1603,1575,1575,1,2,2,1,Gd,7,Typ,Fin,3,732,6,2008,WD ,Normal,284000
16900,NridgHt,8,5,2001,2002,1110,Gd,1479,1515,2649,1,2,4,1,Gd,10,Typ,Fin,3,746,1,2008,WD ,Normal,421250
16451,NridgHt,8,5,2003,2003,221,Gd,1765,1804,2690,0,2,4,1,Gd,9,Typ,Fin,3,795,7,2008,WD ,Normal,370000
10110,NridgHt,9,5,2008,2008,492,Ex,1858,1866,1866,1,2,2,1,Ex,7,Typ,Fin,3,870,11,2008,New,Partial,336860
8769,NridgHt,9,5,2008,2008,766,Ex,1702,1702,1702,1,1,1,1,Ex,7,Typ,Fin,3,1052,10,2008,New,Partial,367294
12304,NridgHt,7,5,2005,2005,144,Gd,1367,1367,1367,0,2,2,1,Gd,6,Typ,RFn,2,484,6,2008,WD ,Normal,192000
12677,NridgHt,8,5,2003,2004,472,Ex,1518,1518,1518,0,1,1,1,Ex,6,Typ,RFn,2,588,4,2008,WD ,Normal,274000
8849,NridgHt,9,5,2005,2005,616,Ex,1684,1684,1684,0,2,2,1,Ex,6,Typ,RFn,2,564,7,2008,WD ,Normal,266000
8232,NridgHt,9,5,2007,2008,714,Ex,1800,1800,1800,1,2,2,1,Ex,6,Typ,RFn,3,944,6,2008,New,Partial,370967
6240,NridgHt,8,5,2006,2007,176,Gd,1342,1342,1342,1,2,2,1,Gd,6,Typ,Fin,2,550,6,2008,WD ,Normal,234250
6240,NridgHt,8,5,2006,2007,196,Gd,1342,1342,1342,0,2,2,1,Gd,6,Typ,RFn,2,550,2,2008,WD ,Normal,219500
2448,NridgHt,7,5,2003,2004,106,Gd,764,764,1626,0,2,2,1,Gd,6,Typ,RFn,2,474,10,2008,WD ,Normal,155000
2448,NridgHt,7,5,2003,2004,106,Gd,764,764,1626,1,2,2,1,Gd,6,Typ,RFn,2,474,10,2008,WD ,Normal,154000
8198,NridgHt,7,5,2004,2004,146,Gd,1358,1358,1358,1,2,2,1,Gd,6,Typ,RFn,2,484,7,2008,WD ,Normal,207000
3940,Blmngtn,7,5,2003,2003,143,Gd,1415,1455,1455,1,2,2,1,Gd,6,Typ,Fin,3,644,8,2008,WD ,Normal,195000
3940,Blmngtn,7,5,2004,2004,24,Gd,1393,1576,1576,1,2,2,1,Gd,7,Typ,RFn,3,668,5,2008,WD ,Normal,219990
3182,Blmngtn,7,5,2005,2006,14,Gd,1346,1504,1504,0,2,2,1,Gd,7,Typ,Fin,2,437,5,2008,WD ,Normal,191000
3182,Blmngtn,7,5,2007,2007,16,Gd,1266,1266,1266,0,2,2,1,Gd,6,Typ,Fin,2,388,3,2008,WD ,Normal,159895
3710,Blmngtn,7,5,2007,2008,20,Gd,1146,1246,1246,0,2,2,1,Gd,5,Typ,Fin,2,428,3,2008,New,Partial,187687
9024,Gilbert,6,5,2004,2004,0,Gd,789,813,1515,0,2,3,1,Gd,8,Typ,Fin,2,393,7,2008,WD ,Normal,179000
7415,Gilbert,6,5,2004,2004,0,TA,839,864,1593,1,2,3,1,TA,8,Typ,Fin,2,398,4,2008,WD ,Normal,193000
9587,Gilbert,7,5,2005,2005,182,Gd,856,1166,1166,1,2,2,1,Gd,5,Typ,Fin,2,400,7,2008,WD ,Normal,190000
8029,Gilbert,6,5,2005,2005,0,TA,728,728,1456,0,2,3,1,Gd,8,Typ,Fin,2,400,7,2008,WD ,Normal,176000
8010,Gilbert,7,5,2002,2003,0,Gd,840,840,1720,0,2,3,1,Gd,7,Typ,Fin,2,400,7,2008,WD ,Normal,188000
8396,Gilbert,7,5,2003,2003,196,Gd,847,847,1986,0,2,4,1,Gd,9,Typ,Fin,2,434,5,2008,WD ,Normal,213000
7301,NridgHt,7,6,2007,2008,176,Gd,1350,1358,1358,1,2,2,1,Gd,6,Typ,RFn,2,484,11,2008,New,Partial,217300
10261,Gilbert,6,5,2000,2000,318,TA,936,962,1792,1,2,3,1,TA,8,Typ,Fin,2,451,5,2008,WD ,Normal,186500
8220,Gilbert,7,5,2000,2001,647,Gd,982,1008,1892,0,2,3,1,TA,8,Typ,RFn,2,431,7,2008,WD ,Normal,226750
15384,Gilbert,7,5,2004,2005,0,Gd,788,788,1490,1,2,3,1,Gd,8,Typ,Fin,2,388,2,2008,WD ,Normal,184000
7750,Gilbert,7,5,2002,2002,,Gd,707,707,1414,0,2,3,1,Gd,6,Typ,Fin,2,403,4,2008,WD ,Normal,176000
12460,Gilbert,7,5,1999,2000,0,Gd,1037,1037,2322,0,2,4,1,TA,8,Typ,Fin,2,400,5,2008,WD ,Normal,225000
8390,Gilbert,7,5,1999,1999,0,TA,831,873,1651,0,2,3,1,TA,7,Typ,Fin,2,450,5,2008,WD ,Normal,185900
9660,NoRidge,8,5,1997,1997,1290,Gd,1173,1182,2199,0,2,3,1,Gd,9,Typ,Fin,2,516,9,2008,WD ,Normal,284500
9200,NoRidge,8,5,1998,1998,473,Gd,1470,1470,2630,1,2,4,1,Gd,8,Typ,Fin,3,696,6,2008,WD ,Normal,315000
14260,NoRidge,8,5,2000,2000,350,Gd,1145,1145,2198,1,2,4,1,Gd,9,Typ,RFn,3,836,12,2008,WD ,Normal,250000
11000,NoRidge,9,5,2000,2000,295,Gd,1519,1533,2172,0,2,4,1,Ex,8,Typ,RFn,3,687,6,2008,WD ,Normal,291000
11675,NoRidge,8,5,1998,1998,495,Gd,1982,2006,2006,1,2,2,1,Gd,5,Typ,Fin,3,938,7,2008,WD ,Normal,350000
10990,NoRidge,7,5,1996,1997,0,Gd,1064,1064,2125,1,2,4,1,Gd,12,Typ,RFn,2,576,6,2008,WD ,Normal,279500
11929,NoRidge,8,7,1995,1995,466,Gd,1242,1251,2501,0,2,4,1,Gd,9,Typ,RFn,3,751,6,2008,WD ,Normal,290000
10437,NoRidge,8,6,1995,1995,660,Gd,2109,2113,2113,1,2,2,1,Gd,7,Typ,Fin,3,839,8,2008,WD ,Normal,350000
10542,NoRidge,7,5,1993,1994,651,Gd,1311,1325,2418,1,2,3,1,Gd,9,Typ,RFn,3,983,8,2008,WD ,Normal,341000
10010,NoRidge,7,5,1993,1994,320,Gd,1080,1108,2197,1,2,4,1,Gd,9,Typ,Fin,3,783,7,2008,WD ,Normal,287500
10944,NoRidge,7,5,1994,1994,448,Gd,1223,1223,2127,1,2,3,1,Gd,5,Typ,RFn,2,525,8,2008,WD ,Normal,271000
14303,NoRidge,8,5,1994,1994,554,Gd,1986,1987,1987,1,2,2,1,Gd,7,Typ,Fin,2,691,8,2008,WD ,Normal,301500
11932,Somerst,8,5,2007,2008,186,Gd,1580,1580,1580,0,2,3,1,Gd,7,Typ,RFn,3,830,6,2008,ConLD,Partial,235128
14598,Somerst,6,5,2007,2007,74,Gd,894,894,1933,0,2,4,1,Gd,9,Typ,Fin,3,668,1,2008,WD ,Normal,214000
11957,Somerst,8,5,2006,2006,53,Gd,1574,1574,1574,0,2,3,1,Gd,7,Typ,RFn,3,824,7,2008,WD ,Normal,232000
13253,Somerst,7,5,2006,2006,128,Gd,1578,1578,1578,1,2,3,1,Gd,7,Typ,Unf,3,642,5,2008,WD ,Normal,240000
14587,Somerst,9,5,2008,2008,284,Gd,1498,1506,1506,0,2,2,1,Ex,6,Typ,Fin,2,592,8,2008,New,Partial,264132
10206,Somerst,8,5,2007,2007,468,TA,1563,1563,1563,0,2,3,1,Gd,6,Typ,RFn,3,758,10,2008,WD ,Normal,245000
12274,Somerst,7,5,2008,2008,256,Gd,1417,1428,1428,0,2,3,1,Ex,6,Typ,RFn,2,554,7,2008,New,Partial,227680
9801,Somerst,8,5,2007,2007,156,Gd,1341,1341,1861,0,3,3,1,Gd,7,Typ,RFn,3,851,7,2008,WD ,Normal,257000
9428,Somerst,8,5,2007,2008,310,Gd,955,955,1874,1,2,3,1,Gd,8,Typ,Fin,3,880,2,2008,New,Partial,297900
10037,Somerst,8,5,2006,2007,,Gd,1460,1460,1460,0,2,3,1,Gd,6,Typ,Fin,2,480,8,2008,WD ,Normal,247000
8640,Somerst,8,5,2007,2008,0,Gd,1363,1372,1372,0,2,3,1,Gd,6,Typ,RFn,2,588,7,2008,New,Partial,212700
8640,Somerst,7,5,2007,2008,0,Gd,1372,1372,1372,0,2,3,1,Gd,6,Typ,Fin,2,529,5,2008,New,Partial,250580
11639,Somerst,7,5,2007,2008,,Gd,1428,1428,1428,0,2,3,1,Gd,6,Typ,Fin,2,480,12,2008,New,Partial,182000
9803,Somerst,7,5,2005,2005,0,Gd,866,866,1768,0,2,3,1,Gd,7,Typ,RFn,2,603,2,2008,WD ,Normal,226700
9375,Somerst,8,5,2003,2004,768,Gd,1053,1053,1992,0,2,3,1,Gd,9,Typ,RFn,2,648,8,2008,WD ,Normal,250000
10625,Somerst,7,5,2005,2005,0,Gd,1026,1026,1958,0,2,3,1,Gd,9,Typ,Fin,3,936,7,2008,WD ,Normal,250000
10800,Somerst,8,5,2007,2008,100,Gd,1034,1050,2078,1,2,3,1,Ex,8,Typ,Fin,3,836,4,2008,New,Partial,339750
8125,Somerst,7,6,2007,2007,,Gd,813,822,1665,0,2,3,1,Gd,7,Typ,RFn,2,562,5,2008,WD ,Normal,205950
10625,Somerst,8,5,2007,2007,292,Gd,1660,1660,1660,0,2,3,1,Gd,7,Typ,Fin,3,660,6,2008,WD ,Normal,256000
7500,Somerst,7,5,2007,2008,210,Gd,1218,1218,1218,1,2,2,1,Gd,6,Typ,Fin,2,462,4,2008,New,Partial,230348
8791,Somerst,6,5,2003,2003,0,Gd,864,864,1728,0,2,3,1,Gd,7,Typ,RFn,2,673,5,2008,WD ,Normal,207500
7500,SawyerW,7,5,2004,2005,120,TA,1080,1080,1080,1,1,3,1,Gd,6,Typ,NA,0,0,4,2008,WD ,Normal,141000
10110,SawyerW,6,5,2003,2003,0,Gd,835,835,1696,1,2,3,1,Gd,7,Typ,RFn,2,542,7,2008,WD ,Normal,188000
12774,SawyerW,7,5,2003,2004,95,Gd,835,835,1663,0,2,3,1,Gd,8,Typ,RFn,2,478,7,2008,WD ,Normal,192500
13072,SawyerW,6,5,2005,2006,126,TA,1175,1175,1175,1,1,3,1,Gd,6,Typ,NA,0,0,6,2008,WD ,Normal,146000
13695,SawyerW,5,5,2004,2004,0,TA,1114,1114,1114,1,1,3,1,Gd,6,Typ,Unf,2,576,6,2008,WD ,Normal,159000
13695,SawyerW,6,5,2003,2004,0,TA,1114,1114,1114,1,1,3,1,Gd,6,Typ,Unf,2,576,7,2008,WD ,Normal,155000
8366,SawyerW,6,5,2004,2004,0,Gd,798,798,1640,0,2,3,1,Gd,6,Typ,RFn,2,520,12,2008,WD ,Normal,173000
9260,SawyerW,7,5,2007,2007,0,Gd,1162,1162,1162,0,2,3,1,Gd,6,Typ,Fin,2,483,3,2008,WD ,Normal,170000
8453,SawyerW,6,5,1995,1995,38,Gd,754,754,1609,0,2,3,1,Gd,6,Typ,RFn,2,525,4,2008,WD ,Normal,182000
8480,SawyerW,6,5,1993,1994,120,Gd,886,886,1680,0,2,3,1,Gd,7,Typ,RFn,2,474,10,2008,WD ,Normal,163000
8125,SawyerW,6,5,1994,1998,258,TA,1408,1679,1679,1,2,3,1,Gd,7,Typ,RFn,2,575,10,2008,WD ,Normal,193500
14565,SawyerW,7,5,1994,1995,145,Gd,832,832,1657,0,2,3,1,Gd,6,Typ,RFn,2,483,11,2008,WD ,Normal,189000
8450,SawyerW,6,5,2001,2001,0,Gd,827,827,1677,1,2,3,1,Gd,7,Typ,RFn,2,627,9,2008,WD ,Normal,190500
8285,SawyerW,7,5,1992,1992,0,Gd,836,844,1737,0,2,3,1,Gd,7,Typ,Fin,2,506,5,2008,WD ,Normal,175000
7153,SawyerW,6,5,1991,1991,88,TA,1278,1294,1294,1,2,3,1,Gd,6,Typ,RFn,2,496,6,2008,WD ,Normal,179200
9291,SawyerW,6,5,1993,1993,120,Gd,832,832,1710,0,2,3,1,Gd,7,Typ,RFn,2,506,6,2008,WD ,Normal,187000
8012,SawyerW,6,5,1993,1994,0,Gd,1604,1617,1617,1,2,2,1,Gd,5,Typ,RFn,2,533,7,2008,WD ,Normal,193000
7892,SawyerW,6,5,1993,1993,0,Gd,1199,1199,1199,0,2,2,1,Gd,5,Typ,RFn,2,530,3,2008,WD ,Normal,153900
9100,Sawyer,5,5,1963,1963,0,TA,984,984,984,1,1,3,1,TA,5,Typ,RFn,1,384,8,2008,WD ,Normal,128000
12968,Sawyer,5,6,1962,1962,0,TA,912,912,912,1,1,2,1,TA,4,Typ,Unf,1,352,9,2008,WD ,Normal,144000
8100,Sawyer,5,8,1961,2007,0,TA,864,864,864,1,1,3,1,Gd,5,Typ,Unf,1,420,7,2008,WD ,Normal,135000
8450,Sawyer,5,5,1968,1968,0,TA,890,890,890,1,1,3,1,TA,5,Typ,Unf,1,308,4,2008,WD ,Normal,115000
6360,Sawyer,5,5,1963,1963,0,TA,864,864,864,0,1,3,1,TA,5,Typ,Unf,1,276,1,2008,COD,Abnorml,119916
